LOAN;MORTDUE;VALUE;REASON;JOB;YOJ;DEROG;DELINQ;CLAGE;NINQ;CLNO;DEBTINC;BAD
16700;5106;93277;HomeImp;Other;14,00;0;0;269,96;0;23;29,88;0
16700;105556;136568;DebtCon;Other;0,00;0;0;273,73;0;47;40,04;0
16800;57329;83695;DebtCon;Other;3,00;0;0;295,00;2;16;40,63;0
16800;76852;90429;DebtCon;Other;6,00;0;0;183,84;3;18;42,30;0
16800;44983;65000;DebtCon;Sales;4,00;2;1;77,03;6;43;0,00;1
16800;27623;88231;DebtCon;ProfExe;8,00;0;0;122,46;0;12;55,96;1
16800;56979;90008;HomeImp;ProfExe;10,00;0;2;178,93;1;12;27,82;0
16800;50050;140222;DebtCon;Other;4,00;0;0;272,50;5;43;40,03;0
16800;23670;41879;DebtCon;Mgr;17,00;1;0;106,40;0;17;26,70;0
16800;62557;95747;DebtCon;Other;0,00;0;0;188,19;1;31;35,29;0
16800;16204;27781;HomeImp;Other;1,00;10;0;190,58;0;9;27,15;1
16800;67049;89729;HomeImp;Other;0,00;0;0;286,38;0;20;28,74;0
16800;81820;100366;DebtCon;ProfExe;6,00;0;1;335,30;0;41;36,21;0
16800;87300;155500;DebtCon;Other;3,00;0;0;1154,63;0;0;0,00;1
16800;50445;71711;DebtCon;Other;5,00;0;0;71,23;5;18;40,58;1
16800;73280;103067;DebtCon;Other;1,00;0;0;140,36;0;17;34,00;0
16800;102838;111319;DebtCon;Office;1,00;0;0;257,33;0;34;27,58;0
16800;46312;67166;HomeImp;Other;27,00;0;0;241,51;0;14;26,22;0
16800;50135;93772;DebtCon;ProfExe;5,00;0;0;126,49;2;21;35,86;0
16800;58193;82942;DebtCon;Other;1,00;0;0;320,06;3;16;42,85;0
16800;39352;60943;HomeImp;Other;25,00;0;0;237,76;0;13;25,44;0
16800;144756;183810;DebtCon;Mgr;11,00;0;0;243,54;0;20;26,73;0
16800;94851;119053;DebtCon;Office;2,00;0;1;271,00;1;34;27,01;0
16900;131002;166859;DebtCon;Office;4,00;0;0;135,86;0;20;28,15;0
16900;0;51549;DebtCon;Office;1,00;0;0;75,41;1;8;40,63;0
16900;30856;56961;HomeImp;Other;11,00;0;0;116,82;1;10;20,34;0
16900;71672;96677;DebtCon;Other;1,00;0;0;153,79;0;30;35,33;0
16900;47129;62342;DebtCon;Other;15,00;0;0;290,15;0;21;30,32;0
16900;31143;75125;HomeImp;Other;0,00;1;0;237,18;0;49;42,13;0
16900;63800;85000;DebtCon;Other;2,00;0;6;127,80;2;33;0,00;1
16900;73128;101683;DebtCon;Sales;26,00;0;0;254,19;0;45;38,51;1
16900;66812;90973;HomeImp;Office;9,00;0;0;108,01;0;10;37,47;0
16900;68940;88264;DebtCon;Office;0,00;0;0;166,11;0;25;24,96;0
16900;67111;96985;HomeImp;ProfExe;21,00;0;0;233,78;1;23;37,32;0
16900;116357;209364;DebtCon;Other;4,00;0;0;221,13;0;16;27,90;0
16900;53252;89720;DebtCon;Office;29,00;0;0;204,59;0;22;33,02;0
16900;88143;115365;DebtCon;Other;19,00;0;0;282,07;0;16;24,96;0
16900;43643;80639;DebtCon;Mgr;3,00;0;0;128,58;1;8;28,90;0
16900;61847;91671;DebtCon;ProfExe;9,00;0;0;202,05;0;20;21,35;0
16900;17988;137328;DebtCon;Other;9,00;0;0;360,15;0;10;41,90;0
16900;102108;117650;DebtCon;Other;9,00;0;0;279,11;1;19;29,65;0
17000;73644;107086;DebtCon;ProfExe;0,00;0;0;280,45;2;20;37,77;0
17000;125257;161009;DebtCon;Office;3,00;0;0;129,76;1;21;27,64;0
17000;10866;171952;HomeImp;Mgr;24,00;0;0;79,99;2;21;29,85;0
17000;70039;100993;HomeImp;ProfExe;7,00;0;0;261,91;1;11;36,56;0
17000;54218;75000;DebtCon;Mgr;5,00;1;0;177,50;6;35;0,00;1
17000;51682;67688;HomeImp;Office;2,00;0;0;135,19;0;18;33,05;0
17000;83248;95886;DebtCon;ProfExe;8,00;0;2;349,43;0;41;36,06;0
17000;125728;159770;DebtCon;Mgr;0,00;0;0;228,42;0;18;37,01;0
17000;31772;60289;HomeImp;ProfExe;6,00;0;0;189,24;0;13;31,13;0
17000;134689;158661;DebtCon;Mgr;0,00;0;0;227,40;0;19;36,43;0
17000;86341;133564;DebtCon;ProfExe;15,00;0;0;307,67;0;18;28,37;0
17000;27088;166437;HomeImp;Self;7,00;0;0;306,67;0;27;26,16;0
17000;70085;81598;DebtCon;Office;7,00;0;0;117,20;1;20;21,98;0
17000;97438;158780;DebtCon;Mgr;0,00;0;0;210,91;1;18;38,80;0
17000;45671;64516;HomeImp;Other;27,00;0;0;246,18;0;13;25,70;0
17000;6778;60065;DebtCon;Sales;0,00;0;0;326,52;0;5;38,84;0
17000;26228;60979;HomeImp;ProfExe;7,00;0;0;188,25;0;13;29,63;0
17000;54780;93091;DebtCon;ProfExe;4,00;0;0;115,38;1;21;37,51;0
17000;73184;96889;DebtCon;Mgr;0,00;0;0;71,95;0;16;28,00;0
17000;60483;85015;HomeImp;ProfExe;4,00;0;0;116,53;0;12;27,30;0
17000;36420;54375;DebtCon;Other;1,00;1;0;77,70;1;18;0,00;1
17000;53058;74000;DebtCon;Other;17,00;1;0;204,93;1;21;0,00;0
17000;23200;85000;DebtCon;ProfExe;9,00;0;0;149,07;1;21;0,00;0
17000;47000;112720;DebtCon;ProfExe;16,00;0;0;257,70;0;20;0,00;0
17000;86000;119600;DebtCon;ProfExe;12,00;0;0;137,47;0;25;0,00;0
17000;12613;85000;DebtCon;Other;21,00;0;0;226,37;3;41;0,00;0
17000;152900;191146;DebtCon;Other;7,50;0;0;0,00;2;16;0,00;0
17000;55820;88683;DebtCon;Office;0,50;0;0;74,03;0;23;0,00;0
17000;74910;112375;DebtCon;Office;41,00;0;0;95,20;3;28;0,00;1
17000;87600;110000;DebtCon;Other;0,40;6;0;180,57;2;46;0,00;1
17000;52700;78000;DebtCon;Other;2,00;0;0;62,90;0;10;0,00;1
17000;61000;127000;DebtCon;Mgr;9,00;0;5;256,70;0;40;0,00;1
17000;62755;81180;DebtCon;ProfExe;19,00;2;0;134,93;2;28;0,00;1
17000;56800;82000;DebtCon;ProfExe;22,00;0;5;320,60;4;28;0,00;1
17000;89600;115000;DebtCon;Self;20,00;0;3;99,27;0;23;0,00;1
17000;48000;69000;DebtCon;Office;25,00;0;0;351,03;3;24;0,00;1
17000;43000;63500;DebtCon;Other;8,00;0;0;46,67;3;11;0,00;1
17000;118822;208429;DebtCon;Other;3,00;0;0;206,74;0;16;25,87;0
17000;96065;116416;DebtCon;Other;14,00;0;0;125,67;2;8;34,76;0
17000;97517;141718;DebtCon;Office;2,00;0;0;128,42;3;15;31,17;0
17000;51018;108148;HomeImp;Office;0,00;0;2;114,95;0;23;40,24;0
17000;98451;138012;DebtCon;Office;3,00;0;0;120,24;2;15;33,95;0
17000;82662;111357;DebtCon;Mgr;17,00;0;0;252,31;4;30;37,32;0
17000;108154;134103;DebtCon;Other;1,00;0;0;279,36;0;46;39,68;0
17000;25638;128433;DebtCon;Other;10,00;0;0;367,66;0;9;39,11;0
17100;56791;94396;DebtCon;ProfExe;7,00;0;0;110,29;1;21;36,11;0
17100;48471;71546;DebtCon;ProfExe;5,00;0;1;254,10;3;32;29,82;0
17100;19126;88969;DebtCon;Other;21,00;0;0;225,71;2;41;38,90;0
17100;0;96036;DebtCon;Office;27,00;0;0;327,00;0;15;12,50;0
17100;100082;119585;DebtCon;ProfExe;1,00;0;0;147,92;0;29;34,73;0
17100;22162;128989;DebtCon;Other;11,00;0;0;368,00;0;9;40,64;0
17100;53983;73688;DebtCon;Other;5,00;0;0;95,52;0;9;36,92;0
17100;123463;160487;DebtCon;Office;4,00;0;0;155,30;0;21;25,70;0
17100;49951;111291;HomeImp;Office;1,00;0;2;151,10;1;23;39,49;0
17100;74922;91187;DebtCon;Mgr;0,00;0;0;80,58;0;16;26,77;0
17100;59123;94247;DebtCon;Office;0,00;0;0;70,02;0;22;37,20;0
17100;46953;69086;DebtCon;ProfExe;6,00;0;0;165,63;2;11;29,25;0
17100;43085;68758;DebtCon;Other;7,00;0;1;103,68;3;49;30,35;0
17100;92853;130864;DebtCon;Mgr;6,00;0;0;244,73;3;41;37,49;0
17100;32134;69131;DebtCon;Other;3,00;0;0;209,20;0;6;38,63;1
17100;54598;115838;DebtCon;ProfExe;14,00;0;0;247,30;0;20;25,63;0
17100;27842;74459;HomeImp;Other;0,00;0;0;248,72;0;49;44,55;0
17100;91502;113251;DebtCon;Other;18,00;0;0;289,95;0;16;24,46;0
17200;51352;64386;DebtCon;Mgr;27,00;0;0;295,96;1;17;36,79;0
17200;62514;96633;HomeImp;ProfExe;25,00;1;0;224,76;1;24;36,70;0
17200;94937;133859;DebtCon;Mgr;6,00;0;0;248,16;2;42;36,79;0
17200;6126;88603;HomeImp;Other;13,00;0;1;287,26;0;23;30,10;0
17200;7044;57831;DebtCon;Sales;0,00;0;0;330,97;0;6;37,94;0
17200;103519;118074;DebtCon;Other;0,00;0;0;102,68;1;21;41,42;0
17200;89507;121047;DebtCon;Other;14,00;0;0;118,87;1;9;34,60;0
17200;52011;65800;DebtCon;Other;7,00;0;1;120,32;2;48;30,56;0
17200;11950;170000;HomeImp;Mgr;22,00;0;0;77,28;1;20;28,82;0
17200;43996;79419;DebtCon;Mgr;5,00;0;0;140,97;0;9;28,66;0
17200;33073;85654;DebtCon;ProfExe;7,00;0;0;163,39;1;20;28,27;0
17200;50742;71000;DebtCon;Other;15,00;0;0;0,00;0;0;0,00;1
17200;48999;76544;DebtCon;ProfExe;5,00;0;0;240,52;3;31;32,84;0
17200;35116;60489;DebtCon;Other;17,00;0;0;106,49;1;18;38,81;0
17200;85977;109238;HomeImp;ProfExe;3,00;0;0;115,56;1;25;38,95;0
17200;45900;68126;HomeImp;Office;4,00;0;0;111,13;0;17;34,18;0
17200;52276;69860;DebtCon;Office;0,00;0;0;180,93;0;25;30,59;0
17200;53849;102326;HomeImp;Other;1,00;0;3;57,17;1;9;39,99;0
17200;90567;118761;DebtCon;Other;14,00;0;0;139,34;2;9;34,78;0
17200;99204;119490;DebtCon;Other;9,00;0;0;296,21;1;18;30,30;0
17200;48427;66082;DebtCon;Mgr;29,00;0;0;283,85;1;16;38,39;0
17200;62840;92946;HomeImp;ProfExe;5,00;0;0;133,16;0;11;27,50;0
17200;55254;118718;DebtCon;ProfExe;15,00;0;0;276,91;0;20;26,70;0
17200;27230;82319;HomeImp;Other;0,00;0;0;249,22;1;50;43,76;0
17300;91132;110440;DebtCon;ProfExe;10,00;0;0;147,55;2;19;36,43;0
17300;51185;65537;DebtCon;Other;6,00;0;1;129,84;3;49;29,31;0
17300;35070;63862;DebtCon;Other;16,00;0;0;125,13;1;17;37,94;0
17300;79412;114906;DebtCon;Mgr;17,00;0;0;247,36;4;30;36,54;0
17300;73000;95000;DebtCon;Other;5,00;2;1;90,30;6;30;0,00;1
17300;99064;156306;HomeImp;ProfExe;4,00;0;0;90,45;0;16;35,75;0
17300;44031;79187;DebtCon;Other;0,00;0;1;299,71;1;10;35,99;0
17300;90768;116052;DebtCon;Other;13,00;0;0;120,24;2;9;35,81;0
17300;65444;91244;DebtCon;ProfExe;8,00;0;0;202,05;0;19;21,57;0
17300;65136;83847;DebtCon;Office;6,00;0;0;127,10;0;20;24,52;0
17300;110614;137552;DebtCon;ProfExe;6,00;0;0;85,23;0;13;31,34;0
17300;73503;91842;DebtCon;Other;0,00;0;6;142,33;1;32;46,90;1
17300;91350;107834;HomeImp;ProfExe;3,00;0;0;118,13;0;24;37,61;0
17300;65077;91991;DebtCon;Other;0,00;2;3;114,02;2;26;35,91;0
17300;96138;124066;DebtCon;Office;1,00;0;2;271,78;0;30;40,40;0
17300;32736;49100;DebtCon;ProfExe;4,00;0;0;262,95;0;34;38,56;0
17300;57358;71617;DebtCon;Office;0,00;0;0;194,29;0;25;30,54;0
17300;51107;64135;HomeImp;Office;4,00;0;0;115,00;0;17;32,25;0
17300;48132;78889;DebtCon;Mgr;4,00;0;0;133,17;0;8;28,30;0
17400;0;48971;DebtCon;Other;0,00;0;0;345,01;0;17;32,47;0
17400;77350;101271;DebtCon;Other;0,00;0;0;148,92;1;18;34,39;0
17400;61035;90434;HomeImp;ProfExe;4,00;0;0;113,64;0;12;25,36;0
17400;58941;88470;HomeImp;ProfExe;4,00;0;0;123,26;0;12;25,56;0
17400;62824;82243;DebtCon;Other;5,00;0;0;109,48;0;7;34,82;0
17400;25859;43684;DebtCon;Mgr;16,00;1;0;95,36;1;17;27,11;0
17400;43110;73614;DebtCon;Mgr;1,00;0;0;114,29;1;8;26,38;0
17400;11147;166496;HomeImp;Mgr;23,00;0;0;73,47;1;19;29,53;0
17400;42876;66085;DebtCon;Mgr;26,00;0;0;281,58;1;16;38,03;0
17400;45861;61256;DebtCon;Other;7,00;0;0;132,02;3;48;30,19;0
17400;54161;75500;DebtCon;Office;4,00;0;0;23,33;5;11;0,00;1
17400;44479;78121;DebtCon;Mgr;1,00;0;0;117,32;0;9;27,13;0
17400;97072;155146;DebtCon;Mgr;0,00;0;0;204,17;0;19;40,51;0
17400;96590;112115;DebtCon;Other;0,00;6;0;178,66;2;46;41,12;1
17400;49765;66782;DebtCon;Mgr;27,00;0;0;272,59;1;16;39,38;0
17400;25844;83229;HomeImp;Other;0,00;0;0;247,76;0;50;43,70;0
17400;123579;168243;DebtCon;Office;4,00;0;0;146,35;0;20;26,60;0
17400;166345;202989;DebtCon;ProfExe;10,00;0;0;276,07;0;37;24,36;0
17400;55575;78661;DebtCon;Other;17,00;1;0;198,99;1;20;38,99;0
17400;102228;115898;DebtCon;ProfExe;0,00;0;0;144,20;0;30;35,11;0
17400;56111;114521;HomeImp;Office;2,00;0;2;154,86;1;24;38,70;0
17400;64163;84948;HomeImp;ProfExe;12,00;0;2;172,71;0;13;27,98;0
17400;79623;113658;DebtCon;Other;0,00;0;2;212,13;2;25;35,11;1
17500;92986;114276;DebtCon;Other;13,00;0;0;116,96;2;8;36,25;0
17500;99853;163401;DebtCon;Mgr;0,00;0;0;208,46;1;18;37,83;0
17500;17889;94453;DebtCon;Other;19,00;0;0;244,36;2;41;35,74;0
17500;101354;117209;DebtCon;ProfExe;1,00;0;0;136,16;0;30;36,85;0
17500;133243;154513;DebtCon;Mgr;0,00;0;0;217,04;0;18;37,46;0
17500;76100;98500;DebtCon;Other;5,00;10;1;59,83;5;16;0,00;1
17500;49968;68025;HomeImp;Office;3,00;0;0;126,08;0;18;34,11;0
17500;73071;94267;DebtCon;Office;1,00;0;0;160,45;3;19;32,28;0
17500;153839;194027;DebtCon;Other;7,00;0;0;0,00;1;15;29,11;0
17500;51102;69532;DebtCon;Other;5,00;0;0;108,32;2;49;31,50;0
17500;100642;138550;DebtCon;Office;3,00;0;0;115,08;3;16;32,18;0
17500;110603;142000;DebtCon;Other;1,00;1;0;163,07;3;25;0,00;1
17500;56647;78000;DebtCon;ProfExe;11,00;3;2;92,30;7;29;0,00;1
17500;68000;133015;DebtCon;Office;19,00;1;1;177,50;5;21;0,00;1
17500;46636;72908;DebtCon;Other;7,00;0;0;110,23;3;15;41,51;0
17500;90221;113564;DebtCon;Other;19,00;0;0;265,18;1;17;27,03;0
17500;85183;108948;HomeImp;ProfExe;4,00;0;0;125,11;1;25;37,10;0
17500;61524;87188;HomeImp;ProfExe;3,00;0;0;115,81;1;13;25,40;0
17500;91000;116000;DebtCon;ProfExe;0,50;0;0;188,73;3;26;0,00;1
17500;87294;114031;DebtCon;Other;15,00;0;0;147,10;2;8;34,47;0
17500;103562;130613;DebtCon;Other;1,00;0;0;288,01;0;47;39,36;0
17500;102858;138977;DebtCon;Office;2,00;0;0;100,28;2;15;31,67;0
17500;23288;94904;DebtCon;ProfExe;8,00;0;0;145,12;0;20;29,68;0
17600;39057;50933;DebtCon;ProfExe;6,00;0;0;239,20;1;35;39,30;0
17600;53707;80407;DebtCon;Other;17,00;1;0;185,98;0;21;36,49;0
17600;56090;103992;HomeImp;Other;1,00;0;2;46,88;1;10;39,08;0
17600;62996;86817;HomeImp;ProfExe;12,00;0;1;152,78;0;14;29,20;0
17600;73354;96526;DebtCon;Other;0,00;0;0;147,13;1;18;33,05;0
17600;72232;103081;DebtCon;Other;1,00;0;0;143,97;0;18;36,31;0
17600;79122;96116;DebtCon;Other;1,00;0;0;152,44;1;18;35,59;0
17600;76043;95605;DebtCon;Other;3,00;2;1;85,04;6;30;47,84;1
17600;44571;66088;HomeImp;Office;2,00;0;0;126,09;0;17;30,87;0
17600;0;45119;DebtCon;Other;0,00;0;0;354,74;0;17;34,50;0
17600;29201;41396;DebtCon;Mgr;19,00;0;0;89,20;1;16;23,93;0
17600;67285;90816;DebtCon;Other;1,00;1;2;104,59;2;25;35,59;0
17600;64857;82449;DebtCon;Other;1,00;0;0;312,88;3;15;43,48;0
17600;59347;68667;DebtCon;Office;0,00;0;0;185,27;0;25;30,05;0
17600;71983;97939;DebtCon;Office;1,00;0;0;144,37;3;19;29,81;0
17600;106381;134476;DebtCon;Other;0,00;0;0;294,07;0;47;38,58;0
17600;62198;101183;HomeImp;ProfExe;21,00;0;0;230,72;1;23;39,14;0
17600;71366;87862;DebtCon;Office;5,00;0;0;116,80;0;20;23,40;0
17600;39063;54561;DebtCon;Other;17,00;0;0;107,94;1;17;38,92;0
17600;48487;65665;DebtCon;Other;6,00;0;0;100,17;2;15;43,77;0
17600;88661;114922;DebtCon;Other;13,00;0;0;152,75;1;7;36,77;0
17600;61093;97551;DebtCon;Office;0,00;0;0;75,06;0;22;35,56;0
17700;10847;94611;HomeImp;Other;14,00;0;1;271,40;0;22;27,28;0
17700;64964;88856;DebtCon;Office;5,00;0;0;114,67;0;19;21,93;0
17700;93302;116668;DebtCon;Other;20,00;0;0;283,04;0;16;25,23;0
17700;50886;106673;HomeImp;Other;2,00;0;2;57,09;1;10;40,86;0
17700;60260;90196;HomeImp;ProfExe;11,00;0;1;177,85;0;14;29,61;0
17700;36253;57420;DebtCon;ProfExe;3,00;0;0;267,78;1;34;37,93;0
17700;0;56402;DebtCon;Office;3,00;0;0;91,05;2;8;38,69;0
17700;107395;133433;DebtCon;ProfExe;6,00;0;0;96,16;0;13;27,59;0
17700;71399;96588;HomeImp;ProfExe;7,00;0;0;83,60;0;16;33,63;0
17700;98476;136319;DebtCon;Office;2,00;0;0;110,74;3;16;32,22;0
17700;85150;113104;DebtCon;ProfExe;11,00;0;0;148,07;2;19;38,96;0
17700;58016;76416;DebtCon;Office;4,00;0;0;28,01;5;10;41,46;1
17700;47064;71698;DebtCon;ProfExe;3,00;0;0;244,52;3;32;30,40;0
17700;0;55796;DebtCon;Office;1,00;0;0;85,18;2;8;40,21;0
17700;56375;90435;DebtCon;Office;0,00;0;0;70,23;0;23;36,02;0
17700;72911;97317;DebtCon;Mgr;1,00;0;0;82,40;0;17;25,33;0
17700;82302;111228;HomeImp;ProfExe;4,00;0;0;118,46;0;25;37,16;0
17800;61494;85864;DebtCon;Other;2,00;0;0;303,84;3;15;40,25;0
17800;38770;64357;DebtCon;Other;17,00;0;0;282,94;0;21;27,98;0
17800;83080;108348;HomeImp;ProfExe;1,00;0;0;132,61;0;25;36,46;0
17800;107736;113100;DebtCon;Other;1,00;0;0;135,12;2;20;38,94;0
17800;56956;74305;DebtCon;Office;0,00;0;0;187,18;0;24;31,82;0
17800;60611;89943;DebtCon;Office;29,00;0;0;208,47;0;21;30,81;0
17800;58942;91483;HomeImp;ProfExe;5,00;0;0;123,74;0;13;28,16;0
17800;68889;85642;DebtCon;Other;0,00;2;2;105,77;2;25;34,63;0
17800;51689;115660;DebtCon;ProfExe;16,00;0;0;270,04;0;19;27,47;0
17800;137169;182280;DebtCon;Mgr;12,00;0;0;241,38;0;21;28,85;0
17800;13839;171378;HomeImp;Mgr;23,00;0;0;86,70;2;21;31,36;0
17800;13660;173360;HomeImp;Mgr;23,00;0;0;78,84;2;21;30,06;0
17800;8642;88369;HomeImp;Other;13,00;0;0;265,02;0;22;26,48;0
17800;36902;57622;HomeImp;Other;9,00;0;0;121,88;0;10;19,14;0
17800;54003;116434;DebtCon;ProfExe;18,00;0;0;268,72;0;19;24,25;0
17800;69306;94504;HomeImp;ProfExe;7,00;0;0;85,85;0;15;32,29;0
17800;56432;157665;DebtCon;ProfExe;20,00;0;0;238,17;0;27;20,08;0
17800;44326;79651;DebtCon;ProfExe;4,00;0;0;246,80;3;32;32,51;0
17900;70046;135917;DebtCon;Self;1,00;1;2;138,01;0;16;38,29;1
17900;37265;53214;DebtCon;ProfExe;2,00;0;0;259,96;0;34;39,83;0
17900;62697;89848;DebtCon;Office;7,00;0;0;113,06;0;19;24,07;0
17900;72501;94488;DebtCon;Office;1,00;0;0;162,39;3;19;29,96;0
17900;63559;81536;HomeImp;ProfExe;13,00;0;3;176,87;0;13;26,19;0
17900;66823;91680;DebtCon;Mgr;0,00;0;0;89,44;0;18;27,71;0
17900;70444;95860;HomeImp;Office;7,00;0;0;95,68;0;11;38,14;0
17900;96450;135822;HomeImp;ProfExe;6,00;0;1;90,30;6;5;0,00;1
17900;102054;143103;DebtCon;Office;5,00;0;0;125,86;2;16;32,85;0
17900;56273;111507;HomeImp;Office;1,00;0;2;123,02;1;23;39,49;0
17900;51080;92051;HomeImp;Mgr;10,00;0;0;117,09;0;31;42,37;1
17900;46342;68029;DebtCon;Mgr;26,00;1;0;279,01;1;17;36,07;0
17900;110332;130756;DebtCon;Other;2,00;0;1;288,66;1;47;41,95;0
17900;68779;98623;DebtCon;Mgr;1,00;0;0;83,86;0;17;26,41;0
17900;0;31953;HomeImp;Other;10,00;0;1;74,43;1;2;29,98;1
18000;68000;98898;DebtCon;Office;10,00;0;0;206,97;2;13;0,00;0
18000;49255;61752;DebtCon;Other;8,00;0;0;122,06;3;49;30,03;0
18000;62216;85503;DebtCon;Other;3,00;0;0;307,25;2;15;41,44;0
18000;97523;130166;DebtCon;Mgr;5,00;0;0;247,97;3;42;40,59;0
18000;63508;94991;DebtCon;Office;1,00;0;0;155,88;0;25;23,59;0
18000;65836;100292;HomeImp;ProfExe;22,00;0;0;237,10;0;24;36,34;0
18000;0;53365;DebtCon;Other;0,00;0;0;340,46;0;17;30,58;0
18000;72152;102671;HomeImp;ProfExe;7,00;0;0;84,64;0;16;32,89;0
18000;88509;112933;DebtCon;ProfExe;4,00;0;0;150,80;1;21;23,20;0
18000;84824;115146;DebtCon;Other;21,00;0;0;293,98;0;16;27,10;0
18000;23252;50750;DebtCon;ProfExe;16,00;0;0;180,60;1;20;0,00;0
18000;105000;172500;DebtCon;Office;6,00;0;0;219,17;4;24;0,00;0
18000;23000;46000;DebtCon;Other;0,20;0;0;312,53;0;25;0,00;0
18000;7051;66200;DebtCon;Office;0,00;0;0;250,57;0;22;0,00;0
18000;88000;131300;DebtCon;Mgr;14,00;0;0;179,57;2;26;0,00;0
18000;124000;195000;HomeImp;ProfExe;13,00;0;0;202,90;0;22;0,00;0
18000;94554;119000;HomeImp;Mgr;1,00;0;1;308,47;1;20;0,00;0
18000;90000;120600;DebtCon;Office;25,00;0;0;272,93;3;17;0,00;0
18000;45000;68500;DebtCon;ProfExe;10,00;0;0;190,80;1;42;0,00;0
18000;62000;160800;HomeImp;ProfExe;15,00;0;0;129,83;1;11;0,00;1
18000;12900;21500;HomeImp;Office;5,00;3;0;109,57;0;33;0,00;1
18000;57988;86970;DebtCon;Other;16,00;0;0;165,33;2;14;0,00;1
18000;99401;140000;DebtCon;Other;8,90;2;0;150,10;3;20;0,00;1
18000;39005;60000;DebtCon;Other;10,00;2;0;112,63;5;5;0,00;1
18000;47000;69000;DebtCon;Other;6,00;3;2;110,63;2;24;0,00;1
18000;52301;79959;DebtCon;Other;1,00;0;1;290,28;0;9;37,16;0
18000;55169;114786;HomeImp;Office;2,00;0;2;120,15;0;24;37,55;0
18000;100822;118817;DebtCon;ProfExe;0,00;0;0;126,43;0;30;37,88;0
18000;48724;72654;DebtCon;Other;7,00;0;0;62,09;0;4;31,57;1
18000;161413;196860;DebtCon;Other;7,00;0;0;0,00;2;16;30,78;0
18000;90275;135792;DebtCon;Mgr;13,00;0;0;178,66;1;26;33,34;0
18000;74162;89823;DebtCon;Other;0,00;2;1;121,76;1;26;34,03;0
18000;114000;147140;DebtCon;Other;5,00;0;0;122,73;2;13;0,00;1
18000;50409;78404;DebtCon;ProfExe;9,00;0;0;191,28;0;42;39,48;0
18000;54196;71412;DebtCon;ProfExe;10,00;0;0;189,87;1;42;37,35;0
18000;41814;62845;HomeImp;Other;27,00;0;0;244,88;0;14;23,54;0
18000;107546;176314;DebtCon;Office;6,00;0;0;218,02;3;23;40,15;0
18100;81916;104048;DebtCon;Other;0,00;0;0;154,43;0;18;33,68;0
18100;144692;183630;DebtCon;Mgr;11,00;0;0;256,21;0;21;27,38;0
18100;53524;102133;HomeImp;Other;0,00;0;3;52,94;1;9;40,62;0
18100;46145;72200;DebtCon;ProfExe;11,00;0;0;178,19;0;42;40,57;0
18100;23590;215548;DebtCon;Mgr;10,00;7;2;136,53;10;41;33,27;1
18100;57864;164069;DebtCon;ProfExe;19,00;0;0;247,55;0;27;21,47;0
18100;71814;89941;DebtCon;Other;10,00;0;0;83,17;3;11;32,29;0
18100;62783;86066;DebtCon;Other;0,00;0;0;293,36;2;15;43,62;0
18100;89454;119019;DebtCon;Other;13,00;0;0;127,25;1;8;37,53;0
18100;112832;182418;DebtCon;Office;8,00;0;0;230,07;3;23;40,30;0
18100;95322;119643;HomeImp;Mgr;2,00;0;0;313,60;1;20;42,12;0
18100;22203;138057;DebtCon;Other;8,00;0;0;356,91;1;10;40,87;0
18100;73356;86885;DebtCon;Other;10,00;0;0;73,75;3;12;31,57;0
18100;27186;77694;HomeImp;Other;0,00;0;0;249,41;0;50;43,73;0
18100;27239;39723;DebtCon;Mgr;17,00;0;0;111,53;1;16;24,45;0
18100;23928;55734;DebtCon;ProfExe;17,00;0;0;175,90;0;19;37,95;0
18100;32554;92419;DebtCon;ProfExe;8,00;0;0;164,91;1;20;29,02;0
18100;18611;171194;HomeImp;Self;5,00;0;0;313,04;0;26;27,20;0
18200;50250;72000;DebtCon;Mgr;10,00;2;0;75,07;3;28;0,00;0
18200;93702;158647;HomeImp;ProfExe;4,00;0;1;96,18;0;16;34,71;0
18200;16386;170310;HomeImp;Mgr;23,00;0;0;73,01;2;20;29,80;0
18200;67809;89339;DebtCon;Sales;0,00;3;0;102,46;2;19;38,35;1
18200;13925;94898;DebtCon;Other;22,00;0;0;223,90;2;41;36,00;0
18200;34593;56658;DebtCon;Other;15,00;0;0;126,05;1;18;36,93;0
18200;49653;159076;DebtCon;ProfExe;20,00;0;0;231,55;0;27;20,42;0
18200;94727;136877;DebtCon;Mgr;15,00;0;0;168,96;2;26;36,06;0
18200;55406;78682;DebtCon;Other;0,00;0;0;122,72;0;39;33,69;1
18200;4447;21510;DebtCon;Other;0,00;0;0;67,00;2;19;0,00;0
18200;139000;171350;DebtCon;Other;0,10;0;1;102,50;7;18;0,00;1
18200;97146;124195;DebtCon;Office;24,00;0;0;278,31;2;17;32,72;0
18200;61690;89963;HomeImp;ProfExe;15,00;0;2;157,41;0;14;27,95;0
18200;61554;94510;DebtCon;Office;2,00;0;0;161,35;0;24;23,90;0
18200;4927;30198;DebtCon;Other;0,00;0;0;89,60;1;19;41,23;0
18200;53646;156048;DebtCon;ProfExe;20,00;0;0;232,30;0;27;20,86;0
18200;120966;208782;DebtCon;Other;4,00;0;0;202,53;0;17;27,44;0
18200;62141;90434;DebtCon;Office;0,00;0;0;69,41;0;22;35,36;0
18200;68743;92112;DebtCon;Mgr;0,00;0;0;95,34;0;16;26,69;0
